total_value,tax,LOT_SQFT,year_built,gross_area,living_area,floors,rooms,bedrooms,full_bath,half_bath,kitchen,fireplace,remodel
405.6,5102,6219,1935,3053,1752,2,8,3,1,0,1,1,None
373.4,4697,5127,1934,3262,1490,1,7,3,2,0,1,0,None
620.4,7804,5000,2004,4149,2516,2,7,4,3,1,1,2,None
376.6,4737,5500,1920,2541,1518,2,6,3,1,0,1,1,None
401.1,5045,6041,1955,2711,1568,2,6,3,1,1,1,1,Recent
620.4,7804,5000,2004,4149,2516,2,7,4,3,1,1,2,None
461.9,5810,4750,1910,2810,1558,2,7,3,1,1,1,1,Recent
526.5,6623,8180,1960,4116,2237,1.5,10,5,3,1,1,2,None
354.7,4462,5000,1936,2355,1591,2,7,3,1,1,1,0,None
403.6,5077,5000,1930,3012,1936,2,8,3,1,1,1,1,None
366.6,4611,8265,1935,2880,1356,1,7,3,1,1,1,1,None
460.3,5790,4048,1920,3171,1954,2,9,4,1,1,1,0,None
368.3,4633,5334,1920,2681,1626,2,8,3,1,0,1,1,Old
328,4126,4920,1954,2428,1092,1,6,3,1,1,1,1,None
552.6,6951,5000,1925,5190,3420,2,8,4,2,1,1,1,Recent
374.8,4714,5000,1925,2776,1536,2,7,3,1,1,1,1,Recent
360.8,4538,4667,1930,2478,1410,2,6,3,1,1,1,1,None
432.1,5435,7325,1930,2567,1752,2,7,3,2,0,1,0,None
379,4767,7235,1957,2296,1552,1,7,3,1,1,1,0,None
374.4,4709,4987,1934,2820,1624,2,7,3,1,0,1,0,Recent
439,5522,5000,1930,3902,2287,2.5,8,4,2,0,1,1,None
396.4,4986,5708,1950,2649,1494,2,7,3,1,1,1,1,None
361.4,4546,6035,1950,2265,1225,2,6,3,1,1,1,1,None
336.9,4238,4378,1940,2364,1075,1,6,3,1,1,1,1,None
393.4,4948,6060,1928,2606,1565,2,7,3,1,0,1,0,None
508.5,6396,6169,1955,3577,1971,2,8,4,2,1,1,2,Old
352.6,4435,5000,1930,2608,1584,2,8,3,1,0,1,1,None
594.2,7475,7277,1995,3668,2200,2,7,4,2,1,1,3,Recent
428.4,5389,5000,1920,2655,1362,2,6,3,2,0,1,1,Recent
357.3,4494,4559,1926,2326,1133,1.5,7,4,1,1,1,1,None
448.5,5642,7063,1925,3187,1475,1,5,2,1,0,1,1,None
360.1,4530,4848,1925,2910,1330,1,6,3,1,0,1,1,None
344.5,4333,6647,1952,3037,1314,1,6,3,1,1,1,1,None
375.3,4721,5000,1968,2248,1500,2,7,4,1,1,1,1,None
432.7,5443,10000,1920,3080,1389,1,7,3,2,0,1,0,Recent
412.4,5187,5500,1929,2655,1570,2,7,3,1,0,1,1,None
421.2,5298,6395,1952,3199,1831,2,6,3,1,1,1,1,None
367.4,4621,5000,1922,2616,1632,2,10,4,1,1,1,1,None
286.6,3605,5095,1927,1966,936,1,5,1,1,0,1,1,None
335.4,4219,5000,1933,2546,1323,1.5,6,3,1,0,1,1,None
438.7,5518,4789,1910,2976,1680,2,7,3,2,1,1,0,None
386,4855,3475,1940,2570,1582,2,7,3,1,1,1,0,None
352.3,4431,4786,1933,2553,1570,2,7,3,1,0,1,1,None
348.9,4389,4950,1919,2098,1296,2,6,3,1,0,1,1,None
439.2,5525,5000,1909,3023,1738,2,7,3,1,1,1,1,Recent
499.8,6287,4627,1947,3765,2037,2,7,4,2,0,1,1,None
378,4755,5600,1920,2967,1584,2,7,4,1,1,1,1,None
334.4,4206,5000,1925,3091,1399,1,6,3,1,0,1,1,None
369.9,4653,5000,1960,2572,1470,2,7,4,1,1,1,1,None
354.8,4463,4134,1925,2328,1456,2,7,3,1,1,1,1,None
357.6,4498,5000,1930,2549,1632,2,7,3,1,0,1,1,None
294.7,3707,10551,1945,1092,999,1,4,1,1,0,1,1,None
346.3,4356,5000,1920,1890,1152,2,6,3,1,0,1,1,None
346.7,4361,4843,1925,2910,1330,1,6,3,1,0,1,1,None
345.8,4350,6126,1953,2494,1341,1.5,7,3,1,1,1,1,None
433.4,5452,5000,1920,3384,1573,1,11,4,2,1,1,1,None
383.4,4823,5000,1924,2481,1524,2,7,3,1,1,1,0,None
439.3,5526,5000,1930,2784,1498,2,8,3,1,1,1,0,Old
445.2,5600,6549,1924,2844,2178,2,7,4,1,1,1,1,None
460.2,5789,6900,1920,3570,2086,2,12,5,2,1,1,1,None
581.5,7315,8720,1989,4533,2353,2,8,4,2,1,1,1,None
490.9,6175,6563,1950,3697,2317,2,10,5,2,0,1,1,Recent
351.1,4416,5000,1930,2132,1391,2,7,3,1,0,1,0,None
427.8,5381,4989,1947,2678,1539,2,6,3,1,1,1,1,None
469.1,5901,4423,1935,4001,2256,2,7,3,1,1,1,1,Recent
406.8,5117,5000,1936,3148,2088,2,11,3,1,0,1,1,Old
377.2,4745,5248,1933,2608,1536,2,7,3,1,1,1,1,None
401.2,5047,5000,1910,2294,1504,2,9,4,1,1,1,1,None
460.9,5798,5000,1930,3527,1835,2,7,3,1,1,1,1,None
370.3,4658,5088,1935,2223,1390,2,6,3,1,1,1,0,None
312.8,3935,4905,1930,2352,1161,1.5,6,3,1,1,1,1,None
389.8,4903,5000,1972,2400,1620,2,6,3,1,1,1,0,None
421,5296,5000,1924,3798,1989,1.5,8,4,2,0,1,1,Old
420.5,5289,6000,1923,2753,1584,2,6,3,1,0,1,1,None
391,4918,5145,1949,3197,1726,1.5,8,4,2,1,1,1,None
423.3,5325,5000,1920,2818,1558,2,7,3,1,1,1,1,Old
362.2,4556,5271,1939,1872,1460,2,6,3,1,1,1,1,None
392.5,4937,5300,1920,2791,1716,2,6,3,1,0,1,1,None
387.9,4879,5823,1953,2567,1479,2,6,3,1,1,1,1,None
407.8,5130,5581,1935,2351,1448,2,6,3,1,0,1,1,Old
420.6,5291,6008,1934,2312,1452,2,9,3,1,1,1,1,None
536.4,6747,7731,1989,4044,2318,2,8,4,2,1,1,0,None
410.8,5167,5000,1935,2296,1508,2,7,3,1,1,1,1,None
454.8,5721,5000,1928,3674,1932,2,9,4,2,0,1,1,None
432,5434,6610,1930,3544,2106,2.5,10,4,2,1,1,0,Old
368.6,4636,5000,1935,3040,1700,1.5,5,2,1,1,1,1,None
373.4,4697,5000,1930,2848,1720,2,9,3,1,1,1,1,None
284.4,3577,6242,1950,2065,1001,1,5,2,1,0,1,1,None
386.2,4858,4992,1887,3255,1952,2,6,3,1,1,1,1,None
379.6,4775,5200,1960,2592,1337,1.5,6,3,1,1,1,1,None
374.8,4714,4817,1930,2634,1500,2,7,4,1,0,1,1,None
467.4,5879,4424,1920,2574,1636,2,7,3,1,0,1,1,Old
366.8,4614,7500,1945,3521,1583,1,6,3,2,0,1,1,None
374.5,4711,5400,1926,2270,1442,2,8,3,2,0,1,0,None
322.4,4055,6700,1930,2384,1476,2,7,3,1,1,1,1,None
561.8,7067,9540,1970,4613,3112,2,9,4,2,1,1,1,None
384.2,4833,3436,1947,2636,1496,2,9,3,1,1,1,1,Recent
448.5,5642,4842,1930,2514,1534,2,7,3,1,1,1,1,Recent
474.7,5971,5989,1936,3386,1840,2,6,3,1,1,1,1,None
372.1,4681,5000,1962,2658,1737,2,7,4,1,1,1,1,None
459.5,5780,6091,1955,3569,2225,2.5,8,5,2,1,1,1,None
421.2,5298,6697,1923,2573,1404,2,6,3,2,1,1,1,None
348.3,4381,5000,1938,2441,1319,1.5,6,2,1,0,1,1,None
394.3,4960,5607,1935,2196,1344,2,6,3,1,0,1,1,None
332.1,4177,5740,1940,2029,1210,2,7,3,1,1,1,1,None
356,4478,4568,1930,2916,1333,1,8,4,1,1,1,0,None
526,6617,8802,1987,3456,1944,2,7,4,1,2,1,1,None
333.5,4195,4000,1925,2373,1350,2,8,3,2,0,1,0,None
400.5,5038,4500,1939,2433,1368,2,6,3,1,1,1,1,None
308.3,3878,4375,1938,2158,1183,1.5,6,3,1,0,1,1,None
330.5,4157,3300,1960,2472,1090,1,6,3,2,0,1,1,None
486.6,6121,5000,1904,3000,1684,2,7,3,1,1,1,1,Old
428.1,5385,5671,1937,2302,1488,2,7,3,1,1,1,1,None
378.4,4760,4811,1930,2734,1560,2,8,4,1,0,1,0,None
369.7,4650,5000,1930,2511,1429,2,7,3,1,1,1,1,None
404.2,5084,4375,1938,4095,2285,1.5,9,3,2,0,1,1,None
427.4,5376,4739,1994,2613,2019,2,12,4,2,1,1,1,None
380.8,4790,6381,1954,2653,1416,2,8,3,1,1,1,1,None
632.8,7960,8927,1999,3968,2540,2,9,4,3,1,1,1,None
339.4,4269,5000,1930,1992,1250,2,6,3,1,0,1,1,None
486.5,6120,6541,1950,3316,1846,2,7,3,1,1,1,1,None
407.7,5128,6172,1920,4576,2421,1.5,7,4,2,0,1,1,None
423.9,5332,5264,1930,2596,1572,2,6,3,1,1,1,1,None
486,6113,4500,1940,4239,2458,2.5,8,4,1,1,1,1,None
365.3,4595,4468,1938,3190,1644,1.5,6,2,1,1,1,1,Recent
422.7,5317,5660,1994,2786,2086,2,10,4,2,1,1,1,None
378.3,4759,4500,1930,2577,1220,1.5,6,3,1,1,1,1,Recent
339.3,4268,5750,1950,1968,1047,1.5,5,2,1,0,1,1,None
362.7,4562,5288,1939,2570,1525,2,8,3,1,0,1,1,None
381.7,4801,6000,1925,2799,1350,2,8,3,1,0,1,1,None
363.8,4576,5000,1920,2292,1464,2,7,3,1,1,1,0,Old
377.5,4748,5708,1955,2376,1488,2,6,3,1,1,1,1,None
498.3,6268,6000,1960,3797,2056,2,7,4,2,1,1,1,Recent
400.4,5037,6975,1952,3169,1378,1,6,3,1,1,1,1,None
602.3,7576,6010,2004,3390,2136,2,8,4,2,1,1,1,None
450.3,5664,5000,1935,2350,1404,2,8,3,1,0,1,1,None
528.4,6647,9022,1987,2880,1944,2,7,4,2,1,1,1,None
407.1,5121,4846,1930,2332,1404,2,6,3,1,0,1,1,Old
339.1,4265,5000,1930,1980,1250,2,6,3,1,0,1,1,None
435.7,5481,6079,1955,3362,2074,2,10,5,1,1,1,1,Old
387.8,4878,6160,1935,2606,1550,2,6,3,1,1,1,1,None
464.4,5842,7218,1940,2544,1584,2,7,4,2,1,1,0,Recent
568.5,7151,6400,1954,4405,2281,2,7,3,1,1,1,1,None
351.8,4425,4500,1940,2436,1368,2,6,3,1,1,1,1,None
343.8,4325,9094,1935,3006,1256,1,7,4,1,0,1,0,None
393.6,4951,7616,1950,3090,1470,1,6,3,1,1,1,1,None
380.6,4787,5000,1925,2314,1464,2,6,3,1,1,1,1,None
362.2,4556,5000,1920,2554,1540,2,7,3,1,1,1,1,None
614.3,7727,7264,1999,4034,2540,2,7,3,2,1,1,1,None
356,4478,5000,1920,2243,1412,2,8,3,1,0,1,1,None
460.8,5796,5899,1935,3168,1959,2,10,4,2,1,1,1,None
394.1,4957,5000,1930,2668,1545,2,9,3,1,1,1,1,None
340.7,4286,4093,1950,2059,1325,2,7,3,1,1,1,1,None
433.8,5457,5000,1924,3233,2008,2,7,3,1,1,1,1,None
431.9,5433,5000,1930,3059,1921,2,6,3,1,1,1,1,None
484.4,6093,6185,1930,2863,1820,2,6,3,1,1,1,0,None
339.9,4275,6023,1955,2444,1042,1,5,2,1,1,1,1,None
326.7,4109,8277,1950,2361,1123,1,8,3,1,1,1,2,None
434.1,5460,5000,1930,2597,1521,2,7,3,1,1,1,1,None
420.4,5288,6548,1950,2918,1643,2,7,3,1,1,1,1,None
374.7,4713,4952,1930,2368,1536,2,6,3,1,0,1,1,None
382.3,4809,5000,1929,2252,1350,2,6,3,1,0,1,0,None
383.9,4829,5000,1920,2544,1433,2,6,3,1,0,1,1,Recent
390.7,4915,4738,1937,2472,1580,2,7,4,1,2,1,1,None
479.2,6028,6349,1926,2237,1500,2,8,3,1,1,1,1,None
377,4742,6230,1925,2619,1702,2,6,3,1,1,1,1,None
380.7,4789,6557,1950,3126,1500,1,6,3,1,1,1,1,None
384.3,4834,5707,1930,2328,1504,2,7,3,1,1,1,1,Recent
558.1,7020,7097,1910,5576,3123,2,8,4,2,1,1,1,Recent
384.6,4838,5630,1920,3200,1787,2,8,3,1,1,1,1,None
413,5195,4876,1930,3440,1942,2,7,3,1,1,1,1,Recent
362.3,4557,5000,1888,3752,1711,1,6,2,1,1,1,0,None
356.2,4481,5000,1920,2002,1273,2,7,3,1,0,1,1,None
389.7,4902,5798,1924,3268,1808,2,9,4,1,1,1,1,None
333.5,4195,4840,1936,2443,1275,1.5,7,3,2,0,1,1,None
360.6,4536,6375,1950,3159,1406,1,6,3,1,1,1,0,None
399.7,5028,5385,1966,2340,1918,1,9,3,1,1,1,1,None
455.5,5730,6666,1930,2482,1544,2,6,3,2,1,1,1,None
463,5824,6022,1960,3097,2078,1,6,3,2,0,1,1,Recent
377.6,4750,5000,1927,2414,1536,2,6,3,1,0,1,0,None
410.8,5167,5000,1920,2472,1531,2,8,4,1,1,1,1,None
392.3,4935,5600,1960,3326,1500,1,6,3,2,0,1,1,None
429.2,5399,8160,1925,3359,1544,1,7,4,1,1,1,1,None
413.8,5205,5000,1930,3147,2036,2,10,3,1,2,1,1,None
354.2,4455,7040,1950,2800,1260,1,5,2,1,0,1,1,None
385,4843,6972,1950,3040,1470,1,6,3,1,1,1,0,None
543.5,6837,9196,1953,3967,2026,1.5,6,2,2,0,1,1,Recent
388.2,4883,5000,1939,3208,1745,2,7,4,1,1,1,1,None
499.6,6284,9025,1930,3103,1804,2,9,4,1,1,1,1,Old
376.2,4732,6594,1920,3324,1836,1.5,7,4,1,0,1,1,None
276.5,3478,3505,1938,1558,744,1,5,2,1,0,1,1,None
422.4,5313,5000,1924,3168,1764,2,7,3,1,1,1,1,None
334.8,4211,4690,1938,2310,1224,1.5,7,4,2,0,1,1,None
329.9,4150,7581,1955,2189,912,1,6,2,1,0,1,1,Recent
367.8,4626,5000,1917,2411,1422,2,7,4,1,0,1,0,None
275.3,3463,5000,1925,1812,864,1,5,2,1,0,1,0,None
348.5,4384,5000,1924,2188,1400,2,7,3,1,0,1,1,None
489.9,6162,9155,1955,3301,2071,2,7,4,2,1,1,1,Old
312.7,3933,4366,1943,2252,1015,1,5,2,1,1,1,1,None
467.9,5886,4545,1935,3753,2337,2,8,3,1,1,1,1,Recent
372.9,4691,7240,1950,3006,1644,1.5,8,3,1,1,1,0,None
390.8,4916,5000,1930,1930,1273,2,7,3,1,0,1,1,None
346.6,4360,5000,1933,2075,1341,2,7,3,1,0,1,2,None
412.8,5193,7800,1955,3208,1540,1,6,3,2,1,1,2,None
388.9,4892,8700,1960,2828,1108,1,7,3,2,0,2,1,None
408.6,5140,6146,1955,2518,1530,2,7,3,1,1,1,1,None
378.6,4762,6137,1950,3638,1975,1,7,2,1,0,1,1,None
387.9,4879,7786,1955,2600,1354,1.5,5,2,1,0,1,0,None
342.4,4307,5221,1940,2322,1282,1.5,6,3,1,1,1,1,None
399.2,5021,7482,1945,2911,1403,1.5,6,3,2,0,1,1,None
318.4,4005,5254,1940,1840,1080,2,6,3,1,0,1,1,None
369.5,4648,4702,1925,2874,1310,1,6,2,1,0,1,1,Recent
362.1,4555,4688,1945,2769,1479,1.5,8,3,2,0,1,1,Recent
387.3,4872,7125,1935,2530,1430,2,6,3,1,1,1,1,Recent
530.2,6669,7200,1949,3461,1814,1.5,4,2,2,0,1,1,Recent
347.8,4375,7565,1945,2656,1248,1,6,3,1,1,1,0,None
350.3,4406,6726,1950,2404,1306,1,7,3,1,1,1,1,None
399.3,5023,5000,1920,2383,1469,2,7,3,1,1,1,1,None
375.9,4728,5000,1926,2688,1580,2,9,3,1,0,1,0,None
353,4440,5000,1920,3488,1556,1,7,3,2,0,1,1,None
242,3044,5415,1925,1782,734,1,5,2,1,0,1,0,None
632.6,7958,6900,1999,4008,2536,2,8,4,3,1,1,1,None
322.8,4060,5000,1958,1959,1250,2,6,3,1,1,1,1,None
349,4390,7847,1955,2100,960,1,5,2,1,0,1,1,None
486.5,6120,7345,1925,3100,1714,1.5,10,5,2,1,1,2,None
603.36,7590,8945,1950,4952,2827,2,12,4,4,0,1,1,Recent
407.6,5127,6031,1948,4290,1856,1,7,2,1,1,1,1,Old
374.7,4713,6150,1935,2468,1430,2,6,3,1,1,1,0,None
345,4340,6035,1950,2520,1240,1,6,3,1,1,1,0,Recent
467.2,5877,5000,1897,3082,1938,2,8,4,1,1,1,1,None
401.3,5048,5000,1987,2596,1620,2,7,4,1,1,1,0,None
356.5,4484,4096,1930,2688,1500,2,7,3,1,1,1,1,None
403.2,5072,4318,1940,3188,1816,2.5,8,4,1,1,1,1,None
386.9,4867,4539,1938,2980,1618,2,10,4,1,1,1,1,None
343.3,4318,3892,1924,1960,1188,2,7,2,1,1,1,0,None
393.3,4947,7000,1955,2364,1450,2,7,3,1,1,1,1,None
367,4616,4461,1924,2604,1404,2,6,3,1,1,1,1,None
376.6,4737,4761,1933,2772,1816,2.5,7,3,1,1,1,1,Old
349,4390,4275,1925,3589,1882,1.5,8,5,2,0,1,1,None
422.2,5311,5000,1910,3144,1828,2,9,4,1,1,1,1,None
439.1,5523,6331,1948,2361,1617,2,6,3,1,1,1,1,None
370.8,4664,6280,1950,2520,1624,2,6,3,1,1,1,0,None
432.5,5440,8151,1955,2474,1430,2,7,3,1,1,1,1,Recent
359,4516,3582,1956,2484,1765,1,7,3,1,1,1,1,None
396,4981,6807,1920,2624,1568,2,7,3,1,1,1,1,None
492.9,6200,5000,1925,3462,1808,2,8,3,1,0,1,1,Recent
486.3,6117,8700,1960,3308,1817,1.5,7,4,2,0,1,0,Recent
462.7,5820,5000,1920,3029,1672,2,8,3,2,1,1,1,Recent
538.3,6771,6349,1930,4002,2084,2,8,4,2,1,1,1,Recent
371,4667,4510,1928,2120,1330,2,6,3,1,1,1,1,None
386.7,4864,6353,1955,2349,1450,2,8,3,1,1,1,2,None
442.6,5567,5000,1890,2873,1680,2,7,3,1,0,1,1,None
475.9,5986,5000,1935,3153,1776,2,9,3,1,1,1,1,None
415.9,5232,7600,1955,2938,1398,1,6,3,2,1,1,1,None
311.7,3921,6375,1946,2608,1142,1,6,3,1,1,1,0,None
383,4818,4964,1949,2752,1408,2,7,2,2,0,1,0,None
453.9,5710,10110,1947,2799,1570,2,7,3,1,1,1,1,None
352.3,4431,3933,1935,2584,1512,2,7,3,1,1,1,1,None
442.1,5561,8051,1940,3152,1695,1.5,7,3,1,1,1,1,Recent
532.6,6700,3200,2002,3492,2184,2,8,4,2,1,1,1,None
321.2,4040,4305,1962,2392,1306,1.5,6,3,1,1,1,1,None
364.9,4590,4760,1960,2352,1100,1,5,3,2,0,1,1,None
398.7,5015,7188,1953,2568,1440,2,7,3,1,2,1,1,None
400.5,5038,8751,1951,2590,1634,2,7,3,1,1,1,1,None
346.5,4358,4317,1938,2768,1479,1.5,6,2,1,1,1,1,None
333.5,4195,7482,1945,2520,1109,1,7,4,1,1,1,0,None
410.3,5161,5000,1904,3446,1934,2,8,4,1,1,1,0,None
370.7,4663,4275,1935,2428,1377,2,7,3,1,0,1,1,Old
429.8,5406,7001,1955,3062,1681,1.5,7,4,2,1,1,1,None
331,4163,4205,1950,2304,1075,1,6,3,1,1,1,1,None
316.8,3985,6035,1945,2530,1120,1,7,3,1,1,1,0,None
533.6,6712,5000,1888,4690,2649,2,8,4,3,0,1,1,Recent
437.5,5503,7164,1950,2907,1759,2,7,3,1,1,1,1,Old
420,5283,5627,1925,2640,1548,2,8,3,1,1,1,1,None
363.9,4577,4864,1938,2159,1188,2,6,3,1,1,1,1,None
306.6,3857,5000,1910,1804,904,1.5,5,2,1,1,1,0,None
417.7,5254,7282,1935,2823,1797,2,6,3,1,1,1,1,None
400,5032,5620,1953,3030,1440,1,6,3,2,0,1,1,None
335.5,4220,7623,1956,2648,1030,1,5,2,1,0,1,1,None
389,4893,6029,1950,3600,1529,1,7,3,2,0,1,1,None
296.6,3731,5000,1910,2726,1060,1,5,2,1,1,1,1,None
394.1,4957,4500,1928,2087,1296,2,7,3,1,1,1,1,None
364.2,4581,6051,1935,2746,1218,1,6,3,1,1,1,1,None
404.5,5088,5945,1950,2832,1491,2,7,2,1,1,1,1,None
417.7,5254,5300,1884,3395,2028,2,8,4,1,1,1,0,None
318.2,4002,4021,1928,2988,1350,1,6,2,1,0,1,1,None
316,3975,4223,1948,2000,1143,2,7,3,1,1,1,1,None
282.5,3553,8494,1946,2616,1120,1,7,2,1,1,1,0,None
377.5,4748,7395,1940,2598,1120,1,7,3,1,1,1,0,None
405,5094,6115,1960,2997,1626,2,9,3,2,1,1,1,None
405.4,5099,4440,1960,2618,1137,1,9,4,2,1,2,2,None
361,4541,5000,1935,2388,1528,2,9,3,1,0,1,0,Old
386.8,4865,5000,1940,2667,1566,2,7,4,1,1,1,0,Old
411.2,5172,5846,1945,2784,1650,2,7,3,1,1,1,1,None
509.1,6404,7500,1900,2894,1848,2,8,3,1,1,1,1,Recent
354.5,4459,4295,1925,3464,1904,1.5,7,3,2,0,1,1,None
421.3,5299,7150,1960,3032,1944,1,6,3,1,1,1,1,None
420.6,5291,8370,1955,2222,1462,2,7,3,1,1,1,1,None
380.4,4785,5460,1940,2561,1540,2,7,3,1,1,1,1,Recent
374.3,4708,8134,1940,3756,1427,1,6,2,1,0,1,1,None
383.6,4825,5600,1953,3078,1470,1,8,3,1,1,1,1,Old
524.5,6598,5000,2002,2730,1590,2,8,3,3,1,1,1,None
406.4,5112,4732,1938,2618,1672,2,8,3,1,1,1,1,None
385,4843,6276,1940,2665,1660,2,7,3,1,1,1,1,Recent
589.6,7417,5701,1947,3968,2496,2,9,4,2,1,1,2,Recent
354.7,4462,6375,1945,2508,1219,1,7,4,1,1,1,0,None
437,5497,5000,1955,2908,1562,2,7,4,1,1,1,1,None
400.8,5042,7600,1955,2996,1478,1,8,3,2,1,1,2,None
357.1,4492,5000,1954,2110,1370,2,7,3,1,1,1,1,None
414.7,5216,6550,1950,2650,1590,2,7,3,1,1,1,1,None
445.5,5604,4095,1935,3036,1765,2,5,2,2,0,1,1,None
460.7,5795,7218,1945,2638,1683,2,8,4,2,1,1,0,Recent
370.5,4660,4700,1934,2536,1496,2,7,3,1,0,1,1,None
449.9,5659,6383,1947,3239,1912,2,7,3,1,1,1,2,None
472.8,5947,5000,1900,2581,1398,2,7,3,1,1,1,1,Recent
362.5,4560,5680,1927,2298,1399,2,6,3,1,0,1,1,None
470.2,5915,6000,1953,3346,2005,2,7,3,1,1,1,1,None
431,5421,16533,1955,2496,1606,2,6,3,1,1,1,1,None
292.1,3674,4293,1950,2512,1090,1,6,3,1,0,1,1,None
412.4,5187,6200,1950,2931,1457,2,7,3,1,1,1,1,Old
389.9,4904,6035,1948,2104,1326,2,6,3,1,1,1,1,None
336,4226,6120,1945,2736,1120,1,7,4,1,1,1,0,None
479.6,6033,8650,1950,4194,2223,1.5,8,4,2,0,1,1,None
426.2,5361,6030,1930,3096,1704,2,7,3,1,1,1,1,None
389.6,4901,7395,1949,2499,1454,2,8,4,1,1,1,1,None
363.2,4569,5000,1935,2260,1528,2,9,4,1,0,1,0,None
344.1,4328,7482,1950,2635,1315,1,7,3,1,1,1,1,None
383.9,4829,7534,1944,2738,1284,1,6,2,1,1,1,2,None
385.8,4853,5200,1925,3643,1949,2,7,4,1,0,1,0,None
407.4,5125,6080,1950,3145,1653,2,7,3,1,1,1,1,None
604,7598,9784,1955,4557,2246,1.5,7,3,1,1,1,1,Recent
382.5,4811,6081,1953,2400,1504,2,6,3,1,1,1,1,None
345.7,4348,5000,1914,2268,1185,1.5,6,3,1,1,1,1,None
354.6,4460,6719,1940,2582,1162,1,7,3,1,1,1,0,None
340.1,4278,3315,1963,2328,1104,1,6,2,1,1,1,1,Recent
392.3,4935,5000,1920,2410,1456,2,6,3,1,0,1,0,None
402.5,5063,6086,1953,2724,1542,2,8,3,1,1,1,1,None
384.6,4838,5000,1955,2424,1482,2,7,3,1,1,1,1,None
436.8,5494,5000,1934,2719,1554,2,7,3,2,1,1,1,Recent
324.5,4082,6000,1954,2253,1091,1,5,2,1,1,1,1,None
387,4868,6118,1950,2535,1410,2,6,3,1,1,1,1,None
343.3,4318,4258,1935,2472,1448,2,7,3,1,0,1,1,None
351.9,4426,5100,1920,2199,1352,2,6,3,1,0,1,1,None
412.8,5193,4000,1928,2695,1572,2,7,3,1,1,1,1,None
405.8,5104,5554,1928,3228,1673,1.5,8,3,1,1,1,1,None
466.7,5871,9299,1964,2229,2034,1,5,3,1,0,1,0,None
421.2,5298,5000,1930,2740,1690,2,6,3,2,0,1,0,Old
434.9,5471,7500,1920,3176,1683,2,8,3,2,0,1,0,Recent
442.6,5567,12720,1955,2249,1274,2,6,3,1,1,1,1,None
368.9,4640,5000,1938,2805,1800,2,6,3,1,1,1,0,None
402.5,5063,7023,1940,2723,1584,1,6,3,1,1,1,0,Recent
413.1,5196,6031,1950,3281,1806,2,8,3,1,1,1,1,None
459.4,5779,10376,1968,2656,2192,1,8,3,1,1,1,1,None
414.2,5210,7508,1953,3305,1540,1,6,3,1,1,1,1,Old
402.7,5065,5372,1960,3404,1678,1,8,3,2,1,1,2,None
474.9,5974,9070,1950,3830,2088,2,7,3,1,1,1,1,None
381,4792,6168,1950,2238,1260,2,6,2,1,0,1,0,None
399.8,5029,5000,1910,2852,1776,2,8,3,1,1,1,0,None
349.7,4399,7083,1940,2879,1379,1,6,2,1,0,1,1,Old
408.8,5142,5959,1930,2599,1444,2,7,3,1,1,1,1,Recent
445.4,5603,6000,1953,3498,1550,1,6,3,1,1,1,1,None
387.7,4877,5000,1940,3017,1414,1.5,7,3,1,1,1,1,None
378,4755,4658,1920,2331,1440,2,7,3,1,1,1,1,None
348,4377,5632,1955,1936,1248,2,6,3,1,1,1,1,None
336.9,4238,4455,1938,2185,1206,2,6,3,1,1,1,1,Old
443.3,5576,5000,1934,3474,1925,2,7,4,2,1,1,1,None
450.6,5668,8700,1950,3127,1738,2,8,3,1,1,1,2,None
422.7,5317,4583,1940,2749,1680,2,6,4,1,1,1,1,None
377.2,4745,5100,1925,2918,1755,2.5,6,3,1,0,1,1,None
572.1,7197,9298,1984,3584,2168,2,7,3,2,0,1,1,None
474.6,5970,4750,1928,3373,2120,2,8,4,1,1,1,1,Old
341.2,4292,6117,1938,2968,1372,1,7,3,1,0,1,1,None
414.9,5219,5866,1941,2638,1562,2,7,3,1,1,1,1,None
433.3,5450,7325,1955,2512,1504,2,7,3,1,1,1,2,Old
511.2,6430,7700,1935,2862,1815,2.5,8,5,2,1,1,1,Recent
365.9,4603,6533,1955,2548,1428,2,6,3,1,1,1,1,None
345.4,4345,6000,1954,2302,1103,1,5,2,1,1,1,1,None
367.9,4628,5792,1938,3357,1449,1,7,4,1,0,1,1,None
431.5,5428,5000,1930,3858,1989,2,8,2,2,0,1,0,None
439.1,5523,7666,1920,2980,1850,2,7,3,1,1,1,1,None
420.4,5288,5000,1920,2560,1768,2,7,3,2,1,1,1,Recent
442.6,5567,5428,1928,3353,2089,2,7,3,1,1,1,1,None
424,5333,6875,1951,2428,1592,2,8,3,1,1,1,1,Recent
483.7,6084,8751,1955,3600,1607,1,7,4,2,0,1,2,None
448.4,5640,8074,1953,2966,1851,2,8,3,1,1,1,1,None
616.1,7750,6300,1996,4105,2638,2,9,4,2,1,1,0,None
339.8,4274,6000,1955,2067,1304,2,6,3,1,1,1,1,None
418.4,5263,5000,1935,3107,1836,2,8,3,2,1,1,1,Recent
462.9,5823,6085,1955,3010,1974,2,8,4,2,1,1,1,Recent
532.5,6698,10543,1955,4256,2293,2,9,4,2,1,1,1,Recent
335,4214,5000,1910,2040,1264,2,7,3,1,0,1,1,None
387.4,4873,9439,1955,2424,1120,1,5,2,1,0,1,1,None
378.4,4760,4900,1925,2290,1300,2,6,3,1,1,1,1,None
329.2,4141,4720,1932,2346,1281,1.5,6,2,1,1,1,1,Old
